i-traits	type	date	angle	MLP
T4-A.215	HSI	T4	side	0.545
T4-A.216	HSI	T4	side	0.4588
T4-A.217	HSI	T4	side	0.3974
T4-A.218	HSI	T4	side	0.4844
T4-A.219	HSI	T4	side	0.5152
T4-A.220	HSI	T4	side	0.4386
T4-A.221	HSI	T4	side	0.4632
T4-A.222	HSI	T4	side	0.4648
T4-A.223	HSI	T4	side	0.494
T4-A.224	HSI	T4	side	0.6344
T4-dA.1	HSI	T4	side	0.2708
T4-dA.2	HSI	T4	side	0.265
T4-dA.3	HSI	T4	side	0.2516
T4-dA.4	HSI	T4	side	0.3024
T4-dA.5	HSI	T4	side	0.285
T4-dA.6	HSI	T4	side	0.276
T4-dA.7	HSI	T4	side	0.3308
T4-dA.8	HSI	T4	side	0.3384
T4-dA.9	HSI	T4	side	0.3254
T4-dA.10	HSI	T4	side	0.2738
T4-dA.11	HSI	T4	side	0.3202
T4-dA.12	HSI	T4	side	0.2622
T4-dA.13	HSI	T4	side	0.2866
T4-dA.14	HSI	T4	side	0.3196
T4-dA.15	HSI	T4	side	0.303
T4-dA.16	HSI	T4	side	0.2774
T4-dA.17	HSI	T4	side	0.2682
T4-dA.18	HSI	T4	side	0.2588
T4-dA.19	HSI	T4	side	0.288
T4-dA.20	HSI	T4	side	0.3162
T4-dA.21	HSI	T4	side	0.2928
T4-dA.22	HSI	T4	side	0.2958
T4-dA.23	HSI	T4	side	0.3716
T4-dA.24	HSI	T4	side	0.2512
T4-dA.25	HSI	T4	side	0.2868
T4-dA.26	HSI	T4	side	0.2092
T4-dA.27	HSI	T4	side	0.31
T4-dA.28	HSI	T4	side	0.2658
T4-dA.29	HSI	T4	side	0.2782
T4-dA.30	HSI	T4	side	0.3034
T4-dA.31	HSI	T4	side	0.284
T4-dA.32	HSI	T4	side	0.3158
T4-dA.33	HSI	T4	side	0.2476
T4-dA.34	HSI	T4	side	0.3016
T4-dA.35	HSI	T4	side	0.3118
T4-dA.36	HSI	T4	side	0.3444
T4-dA.37	HSI	T4	side	0.3318
T4-dA.38	HSI	T4	side	0.3432
T4-dA.39	HSI	T4	side	0.33
T4-dA.40	HSI	T4	side	0.3302
T4-dA.41	HSI	T4	side	0.2704
T4-dA.42	HSI	T4	side	0.2612
T4-dA.43	HSI	T4	side	0.2448
T4-dA.44	HSI	T4	side	0.317
T4-dA.45	HSI	T4	side	0.2828
T4-dA.46	HSI	T4	side	0.2764
T4-dA.47	HSI	T4	side	0.2554
T4-dA.48	HSI	T4	side	0.28
T4-dA.49	HSI	T4	side	0.252
T4-dA.50	HSI	T4	side	0.2984
T4-dA.51	HSI	T4	side	0.2638
T4-dA.52	HSI	T4	side	0.2596
T4-dA.53	HSI	T4	side	0.3214
T4-dA.54	HSI	T4	side	0.293
T4-dA.55	HSI	T4	side	0.3028
T4-dA.56	HSI	T4	side	0.2898
T4-dA.57	HSI	T4	side	0.2712
T4-dA.58	HSI	T4	side	0.3426
T4-dA.59	HSI	T4	side	0.2652
T4-dA.60	HSI	T4	side	0.271
T4-dA.61	HSI	T4	side	0.2412
T4-dA.62	HSI	T4	side	0.3418
T4-dA.63	HSI	T4	side	0.2178
T4-dA.64	HSI	T4	side	0.3354
T4-dA.65	HSI	T4	side	0.2416
T4-dA.66	HSI	T4	side	0.27
T4-dA.67	HSI	T4	side	0.2854
T4-dA.68	HSI	T4	side	0.2732
T4-dA.69	HSI	T4	side	0.2724
T4-dA.70	HSI	T4	side	0.2876
T4-dA.71	HSI	T4	side	0.3072
T4-dA.72	HSI	T4	side	0.26
T4-dA.73	HSI	T4	side	0.2926
T4-dA.74	HSI	T4	side	0.2576
T4-dA.75	HSI	T4	side	0.2888
T4-dA.76	HSI	T4	side	0.2668
T4-dA.77	HSI	T4	side	0.3224
T4-dA.78	HSI	T4	side	0.277
T4-dA.79	HSI	T4	side	0.3142
T4-dA.80	HSI	T4	side	0.2428
T4-dA.81	HSI	T4	side	0.2658
T4-dA.82	HSI	T4	side	0.2752
T4-dA.83	HSI	T4	side	0.2528
T4-dA.84	HSI	T4	side	0.2452
T4-dA.85	HSI	T4	side	0.3038
T4-dA.86	HSI	T4	side	0.2784
T4-dA.87	HSI	T4	side	0.2622
T4-dA.88	HSI	T4	side	0.2804
T4-dA.89	HSI	T4	side	0.2458
T4-dA.90	HSI	T4	side	0.2476
T4-dA.91	HSI	T4	side	0.2104
T4-dA.92	HSI	T4	side	0.2542
T4-dA.93	HSI	T4	side	0.2436
T4-dA.94	HSI	T4	side	0.2408
T4-dA.95	HSI	T4	side	0.251
T4-dA.96	HSI	T4	side	0.2522
T4-dA.97	HSI	T4	side	0.2898
T4-dA.98	HSI	T4	side	0.315
T4-dA.99	HSI	T4	side	0.299
T4-dA.100	HSI	T4	side	0.343
T4-dA.101	HSI	T4	side	0.3184
T4-dA.102	HSI	T4	side	0.254
T4-dA.103	HSI	T4	side	0.279
T4-dA.104	HSI	T4	side	0.245
T4-dA.105	HSI	T4	side	0.2768
T4-dA.106	HSI	T4	side	0.3528
T4-dA.107	HSI	T4	side	0.3256
T4-dA.108	HSI	T4	side	0.2218
T4-dA.109	HSI	T4	side	0.2966
T4-dA.110	HSI	T4	side	0.274
T4-dA.111	HSI	T4	side	0.2986
T4-dA.112	HSI	T4	side	0.3582
T4-dA.113	HSI	T4	side	0.3976
T4-dA.114	HSI	T4	side	0.4308
T4-dA.115	HSI	T4	side	0.4496
T4-dA.116	HSI	T4	side	0.4456
T4-dA.117	HSI	T4	side	0.4006
T4-dA.118	HSI	T4	side	0.3404
T4-dA.119	HSI	T4	side	0.381
T4-dA.120	HSI	T4	side	0.416
T4-dA.121	HSI	T4	side	0.3352
T4-dA.122	HSI	T4	side	0.335
T4-dA.123	HSI	T4	side	0.3544
T4-dA.124	HSI	T4	side	0.339
T4-dA.125	HSI	T4	side	0.3402
T4-dA.126	HSI	T4	side	0.2988
T4-dA.127	HSI	T4	side	0.3592
T4-dA.128	HSI	T4	side	0.3162
T4-dA.129	HSI	T4	side	0.3466
T4-dA.130	HSI	T4	side	0.2624
T4-dA.131	HSI	T4	side	0.2954
T4-dA.132	HSI	T4	side	0.2942
T4-dA.133	HSI	T4	side	0.3472
T4-dA.134	HSI	T4	side	0.3026
T4-dA.135	HSI	T4	side	0.2848
T4-dA.136	HSI	T4	side	0.2364
T4-dA.137	HSI	T4	side	0.2676
T4-dA.138	HSI	T4	side	0.345
T4-dA.139	HSI	T4	side	0.3882
T4-dA.140	HSI	T4	side	0.2368
T4-dA.141	HSI	T4	side	0.333
T4-dA.142	HSI	T4	side	0.2518
T4-dA.143	HSI	T4	side	0.3528
T4-dA.144	HSI	T4	side	0.317
T4-dA.145	HSI	T4	side	0.3454
T4-dA.146	HSI	T4	side	0.3478
T4-dA.147	HSI	T4	side	0.236
T4-dA.148	HSI	T4	side	0.3048
T4-dA.149	HSI	T4	side	0.2502
T4-dA.150	HSI	T4	side	0.3174
T4-dA.151	HSI	T4	side	0.2096
T4-dA.152	HSI	T4	side	0.2644
T4-dA.153	HSI	T4	side	0.2396
T4-dA.154	HSI	T4	side	0.327
T4-dA.155	HSI	T4	side	0.2632
T4-dA.156	HSI	T4	side	0.3214
T4-dA.157	HSI	T4	side	0.2892
T4-dA.158	HSI	T4	side	0.3386
T4-dA.159	HSI	T4	side	0.23
T4-dA.160	HSI	T4	side	0.285
T4-dA.161	HSI	T4	side	0.3168
T4-dA.162	HSI	T4	side	0.3702
T4-dA.163	HSI	T4	side	0.3166
T4-dA.164	HSI	T4	side	0.3084
T4-dA.165	HSI	T4	side	0.3504
T4-dA.166	HSI	T4	side	0.33
T4-dA.167	HSI	T4	side	0.2546
T4-dA.168	HSI	T4	side	0.315
T4-dA.169	HSI	T4	side	0.3322
T4-dA.170	HSI	T4	side	0.2876
T4-dA.171	HSI	T4	side	0.3044
T4-dA.172	HSI	T4	side	0.2844
T4-dA.173	HSI	T4	side	0.2962
T4-dA.174	HSI	T4	side	0.3474
T4-dA.175	HSI	T4	side	0.3518
T4-dA.176	HSI	T4	side	0.2268
T4-dA.177	HSI	T4	side	0.297
T4-dA.178	HSI	T4	side	0.3156
T4-dA.179	HSI	T4	side	0.3026
T4-dA.180	HSI	T4	side	0.3456
T4-dA.181	HSI	T4	side	0.274
T4-dA.182	HSI	T4	side	0.3392
T4-dA.183	HSI	T4	side	0.3064
T4-dA.184	HSI	T4	side	0.2968
T4-dA.185	HSI	T4	side	0.3216
T4-dA.186	HSI	T4	side	0.2458
T4-dA.187	HSI	T4	side	0.3306
T4-dA.188	HSI	T4	side	0.2816
T4-dA.189	HSI	T4	side	0.2326
T4-dA.190	HSI	T4	side	0.3508
T4-dA.191	HSI	T4	side	0.2738
T4-dA.192	HSI	T4	side	0.3342
T4-dA.193	HSI	T4	side	0.327
T4-dA.194	HSI	T4	side	0.253
T4-dA.195	HSI	T4	side	0.3724
T4-dA.196	HSI	T4	side	0.2686
T4-dA.197	HSI	T4	side	0.26
T4-dA.198	HSI	T4	side	0.3126
T4-dA.199	HSI	T4	side	0.2908
T4-dA.200	HSI	T4	side	0.2664
T4-dA.201	HSI	T4	side	0.3124
T4-dA.202	HSI	T4	side	0.3644
T4-dA.203	HSI	T4	side	0.3524
T4-dA.204	HSI	T4	side	0.2884
T4-dA.205	HSI	T4	side	0.2904
T4-dA.206	HSI	T4	side	0.2426
T4-dA.207	HSI	T4	side	0.2684
T4-dA.208	HSI	T4	side	0.3434
T4-dA.209	HSI	T4	side	0.3604
T4-dA.210	HSI	T4	side	0.328
T4-dA.211	HSI	T4	side	0.2644
T4-dA.212	HSI	T4	side	0.2662
T4-dA.213	HSI	T4	side	0.2788
T4-dA.214	HSI	T4	side	0.3044
T4-dA.215	HSI	T4	side	0.3582
T4-dA.216	HSI	T4	side	0.317
T4-dA.217	HSI	T4	side	0.2658
T4-dA.218	HSI	T4	side	0.2732
T4-dA.219	HSI	T4	side	0.2916
T4-dA.220	HSI	T4	side	0.2618
T4-dA.221	HSI	T4	side	0.2336
T4-dA.222	HSI	T4	side	0.2704
T4-dA.223	HSI	T4	side	0.2428
T4-dA.224	HSI	T4	side	0.4832
T4-ddA.1	HSI	T4	side	0.2936
T4-ddA.2	HSI	T4	side	0.296
T4-ddA.3	HSI	T4	side	0.2808
T4-ddA.4	HSI	T4	side	0.3154
T4-ddA.5	HSI	T4	side	0.2994
T4-ddA.6	HSI	T4	side	0.3488
T4-ddA.7	HSI	T4	side	0.2688
T4-ddA.8	HSI	T4	side	0.3112
T4-ddA.9	HSI	T4	side	0.3244
T4-ddA.10	HSI	T4	side	0.3578
T4-ddA.11	HSI	T4	side	0.2834
T4-ddA.12	HSI	T4	side	0.3356
T4-ddA.13	HSI	T4	side	0.2992
T4-ddA.14	HSI	T4	side	0.2904
T4-ddA.15	HSI	T4	side	0.3028
T4-ddA.16	HSI	T4	side	0.3018
T4-ddA.17	HSI	T4	side	0.2824
T4-ddA.18	HSI	T4	side	0.2332
T4-ddA.19	HSI	T4	side	0.2854
T4-ddA.20	HSI	T4	side	0.2434
T4-ddA.21	HSI	T4	side	0.3406
T4-ddA.22	HSI	T4	side	0.3478
T4-ddA.23	HSI	T4	side	0.2566
T4-ddA.24	HSI	T4	side	0.325
T4-ddA.25	HSI	T4	side	0.2304
T4-ddA.26	HSI	T4	side	0.3698
T4-ddA.27	HSI	T4	side	0.2348
T4-ddA.28	HSI	T4	side	0.277
T4-ddA.29	HSI	T4	side	0.3402
T4-ddA.30	HSI	T4	side	0.325
T4-ddA.31	HSI	T4	side	0.3122
T4-ddA.32	HSI	T4	side	0.2268
T4-ddA.33	HSI	T4	side	0.38
T4-ddA.34	HSI	T4	side	0.303
T4-ddA.35	HSI	T4	side	0.2926
T4-ddA.36	HSI	T4	side	0.327
T4-ddA.37	HSI	T4	side	0.3004
T4-ddA.38	HSI	T4	side	0.3216
T4-ddA.39	HSI	T4	side	0.3704
T4-ddA.40	HSI	T4	side	0.3032
T4-ddA.41	HSI	T4	side	0.3348
T4-ddA.42	HSI	T4	side	0.2224
T4-ddA.43	HSI	T4	side	0.283
T4-ddA.44	HSI	T4	side	0.2146
T4-ddA.45	HSI	T4	side	0.319
T4-ddA.46	HSI	T4	side	0.2924
T4-ddA.47	HSI	T4	side	0.241
T4-ddA.48	HSI	T4	side	0.2034
T4-ddA.49	HSI	T4	side	0.2246
T4-ddA.50	HSI	T4	side	0.2524
T4-ddA.51	HSI	T4	side	0.2852
T4-ddA.52	HSI	T4	side	0.3342
T4-ddA.53	HSI	T4	side	0.3196
T4-ddA.54	HSI	T4	side	0.3336
T4-ddA.55	HSI	T4	side	0.254
T4-ddA.56	HSI	T4	side	0.3854
T4-ddA.57	HSI	T4	side	0.3126
T4-ddA.58	HSI	T4	side	0.2496
T4-ddA.59	HSI	T4	side	0.2542
T4-ddA.60	HSI	T4	side	0.2864
T4-ddA.61	HSI	T4	side	0.2804
T4-ddA.62	HSI	T4	side	0.2104
T4-ddA.63	HSI	T4	side	0.2694
T4-ddA.64	HSI	T4	side	0.2336
T4-ddA.65	HSI	T4	side	0.2776
T4-ddA.66	HSI	T4	side	0.3158
T4-ddA.67	HSI	T4	side	0.3102
T4-ddA.68	HSI	T4	side	0.275
T4-ddA.69	HSI	T4	side	0.3316
T4-ddA.70	HSI	T4	side	0.2484
T4-ddA.71	HSI	T4	side	0.2554
T4-ddA.72	HSI	T4	side	0.2794
T4-ddA.73	HSI	T4	side	0.2576
T4-ddA.74	HSI	T4	side	0.3306
T4-ddA.75	HSI	T4	side	0.2264
T4-ddA.76	HSI	T4	side	0.2722
T4-ddA.77	HSI	T4	side	0.37
T4-ddA.78	HSI	T4	side	0.3368
T4-ddA.79	HSI	T4	side	0.2358
T4-ddA.80	HSI	T4	side	0.3348
T4-ddA.81	HSI	T4	side	0.3358
T4-ddA.82	HSI	T4	side	0.2884
T4-ddA.83	HSI	T4	side	0.251
T4-ddA.84	HSI	T4	side	0.2826
T4-ddA.85	HSI	T4	side	0.1946
T4-ddA.86	HSI	T4	side	0.312
T4-ddA.87	HSI	T4	side	0.2756
T4-ddA.88	HSI	T4	side	0.2532
T4-ddA.89	HSI	T4	side	0.2458
T4-ddA.90	HSI	T4	side	0.2298
T4-ddA.91	HSI	T4	side	0.2258
T4-ddA.92	HSI	T4	side	0.2926
T4-ddA.93	HSI	T4	side	0.2862
T4-ddA.94	HSI	T4	side	0.3172
T4-ddA.95	HSI	T4	side	0.2302
T4-ddA.96	HSI	T4	side	0.3236
T4-ddA.97	HSI	T4	side	0.2602
T4-ddA.98	HSI	T4	side	0.2994
T4-ddA.99	HSI	T4	side	0.3668
T4-ddA.100	HSI	T4	side	0.3172
T4-ddA.101	HSI	T4	side	0.2908
T4-ddA.102	HSI	T4	side	0.3226
T4-ddA.103	HSI	T4	side	0.2534
T4-ddA.104	HSI	T4	side	0.2784
T4-ddA.105	HSI	T4	side	0.3014
T4-ddA.106	HSI	T4	side	0.3372
T4-ddA.107	HSI	T4	side	0.2626
T4-ddA.108	HSI	T4	side	0.3192
T4-ddA.109	HSI	T4	side	0.32
T4-ddA.110	HSI	T4	side	0.3046
T4-ddA.111	HSI	T4	side	0.2632
T4-ddA.112	HSI	T4	side	0.2828
T4-ddA.113	HSI	T4	side	0.3148
T4-ddA.114	HSI	T4	side	0.2864
T4-ddA.115	HSI	T4	side	0.2708
T4-ddA.116	HSI	T4	side	0.2978
T4-ddA.117	HSI	T4	side	0.3202
T4-ddA.118	HSI	T4	side	0.338
T4-ddA.119	HSI	T4	side	0.2364
T4-ddA.120	HSI	T4	side	0.2406
T4-ddA.121	HSI	T4	side	0.2404
T4-ddA.122	HSI	T4	side	0.2596
T4-ddA.123	HSI	T4	side	0.2802
T4-ddA.124	HSI	T4	side	0.2656
T4-ddA.125	HSI	T4	side	0.2964
T4-ddA.126	HSI	T4	side	0.2878
T4-ddA.127	HSI	T4	side	0.24
T4-ddA.128	HSI	T4	side	0.28
T4-ddA.129	HSI	T4	side	0.288
T4-ddA.130	HSI	T4	side	0.3276
T4-ddA.131	HSI	T4	side	0.3056
T4-ddA.132	HSI	T4	side	0.2622
T4-ddA.133	HSI	T4	side	0.3256
T4-ddA.134	HSI	T4	side	0.242
T4-ddA.135	HSI	T4	side	0.2716
T4-ddA.136	HSI	T4	side	0.3462
T4-ddA.137	HSI	T4	side	0.304
T4-ddA.138	HSI	T4	side	0.3608
T4-ddA.139	HSI	T4	side	0.3316
T4-ddA.140	HSI	T4	side	0.4066
T4-ddA.141	HSI	T4	side	0.2804
T4-ddA.142	HSI	T4	side	0.3238
T4-ddA.143	HSI	T4	side	0.2512
T4-ddA.144	HSI	T4	side	0.3972
T4-ddA.145	HSI	T4	side	0.309
T4-ddA.146	HSI	T4	side	0.2822
T4-ddA.147	HSI	T4	side	0.2882
T4-ddA.148	HSI	T4	side	0.2252
T4-ddA.149	HSI	T4	side	0.2774
T4-ddA.150	HSI	T4	side	0.2246
T4-ddA.151	HSI	T4	side	0.3042
T4-ddA.152	HSI	T4	side	0.2074
T4-ddA.153	HSI	T4	side	0.2912
T4-ddA.154	HSI	T4	side	0.2622
T4-ddA.155	HSI	T4	side	0.2544
T4-ddA.156	HSI	T4	side	0.236
T4-ddA.157	HSI	T4	side	0.2684
T4-ddA.158	HSI	T4	side	0.2756
T4-ddA.159	HSI	T4	side	0.2596
T4-ddA.160	HSI	T4	side	0.3188
T4-ddA.161	HSI	T4	side	0.2968
T4-ddA.162	HSI	T4	side	0.2824
T4-ddA.163	HSI	T4	side	0.3224
T4-ddA.164	HSI	T4	side	0.38
T4-ddA.165	HSI	T4	side	0.2474
T4-ddA.166	HSI	T4	side	0.3066
T4-ddA.167	HSI	T4	side	0.3008
T4-ddA.168	HSI	T4	side	0.2836
T4-ddA.169	HSI	T4	side	0.3602
T4-ddA.170	HSI	T4	side	0.3064
T4-ddA.171	HSI	T4	side	0.3462
T4-ddA.172	HSI	T4	side	0.269
T4-ddA.173	HSI	T4	side	0.2888
T4-ddA.174	HSI	T4	side	0.2974
T4-ddA.175	HSI	T4	side	0.2758
T4-ddA.176	HSI	T4	side	0.3048
T4-ddA.177	HSI	T4	side	0.2872
T4-ddA.178	HSI	T4	side	0.2614
T4-ddA.179	HSI	T4	side	0.3444
T4-ddA.180	HSI	T4	side	0.2828
T4-ddA.181	HSI	T4	side	0.372
T4-ddA.182	HSI	T4	side	0.3012
T4-ddA.183	HSI	T4	side	0.3172
T4-ddA.184	HSI	T4	side	0.2966
T4-ddA.185	HSI	T4	side	0.3178
T4-ddA.186	HSI	T4	side	0.2838
T4-ddA.187	HSI	T4	side	0.2722
T4-ddA.188	HSI	T4	side	0.3162
T4-ddA.189	HSI	T4	side	0.2974
T4-ddA.190	HSI	T4	side	0.3106
T4-ddA.191	HSI	T4	side	0.3706
T4-ddA.192	HSI	T4	side	0.258
T4-ddA.193	HSI	T4	side	0.2762
T4-ddA.194	HSI	T4	side	0.254
T4-ddA.195	HSI	T4	side	0.3772
T4-ddA.196	HSI	T4	side	0.261
T4-ddA.197	HSI	T4	side	0.373
T4-ddA.198	HSI	T4	side	0.2994
T4-ddA.199	HSI	T4	side	0.2812
T4-ddA.200	HSI	T4	side	0.2966
T4-ddA.201	HSI	T4	side	0.2558
T4-ddA.202	HSI	T4	side	0.3224
T4-ddA.203	HSI	T4	side	0.3126
T4-ddA.204	HSI	T4	side	0.2928
T4-ddA.205	HSI	T4	side	0.3146
T4-ddA.206	HSI	T4	side	0.3628
T4-ddA.207	HSI	T4	side	0.2424
T4-ddA.208	HSI	T4	side	0.3232
T4-ddA.209	HSI	T4	side	0.3448
T4-ddA.210	HSI	T4	side	0.3056
T4-ddA.211	HSI	T4	side	0.2488
T4-ddA.212	HSI	T4	side	0.2656
T4-ddA.213	HSI	T4	side	0.3152
T4-ddA.214	HSI	T4	side	0.2914
T4-ddA.215	HSI	T4	side	0.3136
T4-ddA.216	HSI	T4	side	0.2902
T4-ddA.217	HSI	T4	side	0.3186
T4-ddA.218	HSI	T4	side	0.2882
T4-ddA.219	HSI	T4	side	0.227
T4-ddA.220	HSI	T4	side	0.3404
T4-ddA.221	HSI	T4	side	0.2606
T4-ddA.222	HSI	T4	side	0.3324
T4-ddA.223	HSI	T4	side	0.452
T4-ddA.224	HSI	T4	side	0.2714
T4-lg.T.1	HSI	T4	side	0.5304
T4-lg.T.2	HSI	T4	side	0.4826
T4-lg.T.3	HSI	T4	side	0.4984
T4-lg.T.4	HSI	T4	side	0.517
T4-lg.T.5	HSI	T4	side	0.4578
T4-lg.T.6	HSI	T4	side	0.4428
T4-lg.T.7	HSI	T4	side	0.3782
T4-lg.T.8	HSI	T4	side	0.4104
T4-lg.T.9	HSI	T4	side	0.4822
T4-lg.T.10	HSI	T4	side	0.4994
T4-lg.T.11	HSI	T4	side	0.4646
T4-lg.T.12	HSI	T4	side	0.4634
T4-lg.T.13	HSI	T4	side	0.4772
T4-lg.T.14	HSI	T4	side	0.4936
T4-lg.T.15	HSI	T4	side	0.5036
T4-lg.T.16	HSI	T4	side	0.512
T4-lg.T.17	HSI	T4	side	0.5268
T4-lg.T.18	HSI	T4	side	0.5144
T4-lg.T.19	HSI	T4	side	0.4662
T4-lg.T.20	HSI	T4	side	0.4256
T4-lg.T.21	HSI	T4	side	0.5062
T4-lg.T.22	HSI	T4	side	0.5044
T4-lg.T.23	HSI	T4	side	0.542
T4-lg.T.24	HSI	T4	side	0.536
T4-lg.T.25	HSI	T4	side	0.5584
T4-lg.T.26	HSI	T4	side	0.5012
T4-lg.T.27	HSI	T4	side	0.4896
T4-lg.T.28	HSI	T4	side	0.44
T4-lg.T.29	HSI	T4	side	0.5042
T4-lg.T.30	HSI	T4	side	0.5838
T4-lg.T.31	HSI	T4	side	0.5192
T4-lg.T.32	HSI	T4	side	0.5728
T4-lg.T.33	HSI	T4	side	0.6016
T4-lg.T.34	HSI	T4	side	0.5522
T4-lg.T.35	HSI	T4	side	0.5204
T4-lg.T.36	HSI	T4	side	0.6202
T4-lg.T.37	HSI	T4	side	0.5254
T4-lg.T.38	HSI	T4	side	0.5002
T4-lg.T.39	HSI	T4	side	0.5606
T4-lg.T.40	HSI	T4	side	0.5208
T4-lg.T.41	HSI	T4	side	0.5864
T4-lg.T.42	HSI	T4	side	0.6046
T4-lg.T.43	HSI	T4	side	0.547
T4-lg.T.44	HSI	T4	side	0.571
T4-lg.T.45	HSI	T4	side	0.5198
T4-lg.T.46	HSI	T4	side	0.4842
T4-lg.T.47	HSI	T4	side	0.5498
T4-lg.T.48	HSI	T4	side	0.4752
T4-lg.T.49	HSI	T4	side	0.43
T4-lg.T.50	HSI	T4	side	0.4256
T4-lg.T.51	HSI	T4	side	0.5904
T4-lg.T.52	HSI	T4	side	0.4722
T4-lg.T.53	HSI	T4	side	0.4726
T4-lg.T.54	HSI	T4	side	0.4358
T4-lg.T.55	HSI	T4	side	0.46
T4-lg.T.56	HSI	T4	side	0.4646
T4-lg.T.57	HSI	T4	side	0.4352
T4-lg.T.58	HSI	T4	side	0.5332
T4-lg.T.59	HSI	T4	side	0.4146
T4-lg.T.60	HSI	T4	side	0.4858
T4-lg.T.61	HSI	T4	side	0.4524
T4-lg.T.62	HSI	T4	side	0.4914
T4-lg.T.63	HSI	T4	side	0.41
T4-lg.T.64	HSI	T4	side	0.4638
T4-lg.T.65	HSI	T4	side	0.5226
T4-lg.T.66	HSI	T4	side	0.481
T4-lg.T.67	HSI	T4	side	0.4266
T4-lg.T.68	HSI	T4	side	0.4122
T4-lg.T.69	HSI	T4	side	0.4562
T4-lg.T.70	HSI	T4	side	0.4826
T4-lg.T.71	HSI	T4	side	0.4784
T4-lg.T.72	HSI	T4	side	0.525
T4-lg.T.73	HSI	T4	side	0.5656
T4-lg.T.74	HSI	T4	side	0.4278
T4-lg.T.75	HSI	T4	side	0.541
T4-lg.T.76	HSI	T4	side	0.4798
T4-lg.T.77	HSI	T4	side	0.536
T4-lg.T.78	HSI	T4	side	0.5314
T4-lg.T.79	HSI	T4	side	0.406
T4-lg.T.80	HSI	T4	side	0.5064
T4-lg.T.81	HSI	T4	side	0.5468
T4-lg.T.82	HSI	T4	side	0.5034
T4-lg.T.83	HSI	T4	side	0.56
T4-lg.T.84	HSI	T4	side	0.532
T4-lg.T.85	HSI	T4	side	0.489
T4-lg.T.86	HSI	T4	side	0.5006
T4-lg.T.87	HSI	T4	side	0.4886
T4-lg.T.88	HSI	T4	side	0.5286
T4-lg.T.89	HSI	T4	side	0.4526
T4-lg.T.90	HSI	T4	side	0.5644
T4-lg.T.91	HSI	T4	side	0.5646
T4-lg.T.92	HSI	T4	side	0.6272
T4-lg.T.93	HSI	T4	side	0.5454
T4-lg.T.94	HSI	T4	side	0.5442
T4-lg.T.95	HSI	T4	side	0.4584
T4-lg.T.96	HSI	T4	side	0.5016
T4-lg.T.97	HSI	T4	side	0.4918
T4-lg.T.98	HSI	T4	side	0.6016
T4-lg.T.99	HSI	T4	side	0.6048
T4-lg.T.100	HSI	T4	side	0.6026
T4-lg.T.101	HSI	T4	side	0.4906
T4-lg.T.102	HSI	T4	side	0.5328
T4-lg.T.103	HSI	T4	side	0.5392
T4-lg.T.104	HSI	T4	side	0.5358
T4-lg.T.105	HSI	T4	side	0.5284
T4-lg.T.106	HSI	T4	side	0.536
T4-lg.T.107	HSI	T4	side	0.4844
T4-lg.T.108	HSI	T4	side	0.554
T4-lg.T.109	HSI	T4	side	0.58
T4-lg.T.110	HSI	T4	side	0.499
T4-lg.T.111	HSI	T4	side	0.4576
T4-lg.T.112	HSI	T4	side	0.4564
T4-lg.T.113	HSI	T4	side	0.4318
T4-lg.T.114	HSI	T4	side	0.3772
T4-lg.T.115	HSI	T4	side	0.461
T4-lg.T.116	HSI	T4	side	0.3832
T4-lg.T.117	HSI	T4	side	0.3976
T4-lg.T.118	HSI	T4	side	0.4192
T4-lg.T.119	HSI	T4	side	0.2644
T4-lg.T.120	HSI	T4	side	0.284
T4-lg.T.121	HSI	T4	side	0.2966
T4-lg.T.122	HSI	T4	side	0.2946
T4-lg.T.123	HSI	T4	side	0.2636
T4-lg.T.124	HSI	T4	side	0.3302
T4-lg.T.125	HSI	T4	side	0.2912
T4-lg.T.126	HSI	T4	side	0.262
T4-lg.T.127	HSI	T4	side	0.2888
T4-lg.T.128	HSI	T4	side	0.2792
T4-lg.T.129	HSI	T4	side	0.2602
T4-lg.T.130	HSI	T4	side	0.3046
T4-lg.T.131	HSI	T4	side	0.2854
T4-lg.T.132	HSI	T4	side	0.2878
T4-lg.T.133	HSI	T4	side	0.2884
T4-lg.T.134	HSI	T4	side	0.2578
T4-lg.T.135	HSI	T4	side	0.316
T4-lg.T.136	HSI	T4	side	0.2562
T4-lg.T.137	HSI	T4	side	0.2712
T4-lg.T.138	HSI	T4	side	0.2734
T4-lg.T.139	HSI	T4	side	0.2762
T4-lg.T.140	HSI	T4	side	0.2818
T4-lg.T.141	HSI	T4	side	0.263
T4-lg.T.142	HSI	T4	side	0.3004
T4-lg.T.143	HSI	T4	side	0.2652
T4-lg.T.144	HSI	T4	side	0.5212
T4-lg.T.145	HSI	T4	side	0.3034
T4-lg.T.146	HSI	T4	side	0.319
T4-lg.T.147	HSI	T4	side	0.3018
T4-lg.T.148	HSI	T4	side	0.2934
T4-lg.T.149	HSI	T4	side	0.2846
T4-lg.T.150	HSI	T4	side	0.304
T4-lg.T.151	HSI	T4	side	0.3108
T4-lg.T.152	HSI	T4	side	0.3168
T4-lg.T.153	HSI	T4	side	0.2936
T4-lg.T.154	HSI	T4	side	0.2382
T4-lg.T.155	HSI	T4	side	0.2688
T4-lg.T.156	HSI	T4	side	0.2588
T4-lg.T.157	HSI	T4	side	0.2724
T4-lg.T.158	HSI	T4	side	0.2964
