i-traits	type	date	angle	MLP
T4-dT.22	HSI	T4	side	0.4292
T4-dT.23	HSI	T4	side	0.4374
T4-dT.24	HSI	T4	side	0.3356
T4-dT.25	HSI	T4	side	0.3558
T4-dT.26	HSI	T4	side	0.2686
T4-dT.27	HSI	T4	side	0.3784
T4-dT.28	HSI	T4	side	0.3426
T4-dT.29	HSI	T4	side	0.3788
T4-dT.30	HSI	T4	side	0.4112
T4-dT.31	HSI	T4	side	0.4778
T4-dT.32	HSI	T4	side	0.4728
T4-dT.33	HSI	T4	side	0.3282
T4-dT.34	HSI	T4	side	0.3092
T4-dT.35	HSI	T4	side	0.453
T4-dT.36	HSI	T4	side	0.2794
T4-dT.37	HSI	T4	side	0.4196
T4-dT.38	HSI	T4	side	0.4208
T4-dT.39	HSI	T4	side	0.36
T4-dT.40	HSI	T4	side	0.3922
T4-dT.41	HSI	T4	side	0.292
T4-dT.42	HSI	T4	side	0.3486
T4-dT.43	HSI	T4	side	0.278
T4-dT.44	HSI	T4	side	0.293
T4-dT.45	HSI	T4	side	0.2484
T4-dT.46	HSI	T4	side	0.3074
T4-dT.47	HSI	T4	side	0.2516
T4-dT.48	HSI	T4	side	0.3216
T4-dT.49	HSI	T4	side	0.2794
T4-dT.50	HSI	T4	side	0.3032
T4-dT.51	HSI	T4	side	0.284
T4-dT.52	HSI	T4	side	0.3422
T4-dT.53	HSI	T4	side	0.3434
T4-dT.54	HSI	T4	side	0.388
T4-dT.55	HSI	T4	side	0.2952
T4-dT.56	HSI	T4	side	0.4176
T4-dT.57	HSI	T4	side	0.3406
T4-dT.58	HSI	T4	side	0.3836
T4-dT.59	HSI	T4	side	0.346
T4-dT.60	HSI	T4	side	0.3206
T4-dT.61	HSI	T4	side	0.279
T4-dT.62	HSI	T4	side	0.3366
T4-dT.63	HSI	T4	side	0.3332
T4-dT.64	HSI	T4	side	0.3046
T4-dT.65	HSI	T4	side	0.2216
T4-dT.66	HSI	T4	side	0.2958
T4-dT.67	HSI	T4	side	0.3922
T4-dT.68	HSI	T4	side	0.3122
T4-dT.69	HSI	T4	side	0.3002
T4-dT.70	HSI	T4	side	0.2662
T4-dT.71	HSI	T4	side	0.4002
T4-dT.72	HSI	T4	side	0.3364
T4-dT.73	HSI	T4	side	0.498
T4-dT.74	HSI	T4	side	0.296
T4-dT.75	HSI	T4	side	0.3254
T4-dT.76	HSI	T4	side	0.3382
T4-dT.77	HSI	T4	side	0.3242
T4-dT.78	HSI	T4	side	0.3826
T4-dT.79	HSI	T4	side	0.414
T4-dT.80	HSI	T4	side	0.248
T4-dT.81	HSI	T4	side	0.2518
T4-dT.82	HSI	T4	side	0.299
T4-dT.83	HSI	T4	side	0.3034
T4-dT.84	HSI	T4	side	0.3126
T4-dT.85	HSI	T4	side	0.2968
T4-dT.86	HSI	T4	side	0.2648
T4-dT.87	HSI	T4	side	0.4342
T4-dT.88	HSI	T4	side	0.369
T4-dT.89	HSI	T4	side	0.2416
T4-dT.90	HSI	T4	side	0.3064
T4-dT.91	HSI	T4	side	0.3224
T4-dT.92	HSI	T4	side	0.3608
T4-dT.93	HSI	T4	side	0.3222
T4-dT.94	HSI	T4	side	0.2862
T4-dT.95	HSI	T4	side	0.34
T4-dT.96	HSI	T4	side	0.3242
T4-dT.97	HSI	T4	side	0.346
T4-dT.98	HSI	T4	side	0.4062
T4-dT.99	HSI	T4	side	0.4254
T4-dT.100	HSI	T4	side	0.3232
T4-dT.101	HSI	T4	side	0.2972
T4-dT.102	HSI	T4	side	0.2596
T4-dT.103	HSI	T4	side	0.24
T4-dT.104	HSI	T4	side	0.3136
T4-dT.105	HSI	T4	side	0.403
T4-dT.106	HSI	T4	side	0.3618
T4-dT.107	HSI	T4	side	0.2866
T4-dT.108	HSI	T4	side	0.2924
T4-dT.109	HSI	T4	side	0.2714
T4-dT.110	HSI	T4	side	0.2636
T4-dT.111	HSI	T4	side	0.2674
T4-dT.112	HSI	T4	side	0.255
T4-dT.113	HSI	T4	side	0.2408
T4-dT.114	HSI	T4	side	0.2654
T4-dT.115	HSI	T4	side	0.25
T4-dT.116	HSI	T4	side	0.3058
T4-dT.117	HSI	T4	side	0.2728
T4-dT.118	HSI	T4	side	0.2694
T4-dT.119	HSI	T4	side	0.2254
T4-dT.120	HSI	T4	side	0.2516
T4-dT.121	HSI	T4	side	0.239
T4-dT.122	HSI	T4	side	0.253
T4-dT.123	HSI	T4	side	0.2322
T4-dT.124	HSI	T4	side	0.2422
T4-dT.125	HSI	T4	side	0.2294
T4-dT.126	HSI	T4	side	0.2326
T4-dT.127	HSI	T4	side	0.228
T4-dT.128	HSI	T4	side	0.2514
T4-dT.129	HSI	T4	side	0.2416
T4-dT.130	HSI	T4	side	0.2072
T4-dT.131	HSI	T4	side	0.2504
T4-dT.132	HSI	T4	side	0.2844
T4-dT.133	HSI	T4	side	0.2932
T4-dT.134	HSI	T4	side	0.2682
T4-dT.135	HSI	T4	side	0.2408
T4-dT.136	HSI	T4	side	0.2306
T4-dT.137	HSI	T4	side	0.321
T4-dT.138	HSI	T4	side	0.32
T4-dT.139	HSI	T4	side	0.3666
T4-dT.140	HSI	T4	side	0.3548
T4-dT.141	HSI	T4	side	0.3018
T4-dT.142	HSI	T4	side	0.4042
T4-dT.143	HSI	T4	side	0.392
T4-dT.144	HSI	T4	side	0.3696
T4-dT.145	HSI	T4	side	0.3898
T4-dT.146	HSI	T4	side	0.3604
T4-dT.147	HSI	T4	side	0.2996
T4-dT.148	HSI	T4	side	0.3608
T4-dT.149	HSI	T4	side	0.3248
T4-dT.150	HSI	T4	side	0.324
T4-dT.151	HSI	T4	side	0.3102
T4-dT.152	HSI	T4	side	0.45
T4-dT.153	HSI	T4	side	0.3502
T4-dT.154	HSI	T4	side	0.475
T4-dT.155	HSI	T4	side	0.3126
T4-dT.156	HSI	T4	side	0.4194
T4-dT.157	HSI	T4	side	0.4102
T4-dT.158	HSI	T4	side	0.35
T4-dT.159	HSI	T4	side	0.318
T4-dT.160	HSI	T4	side	0.3014
T4-dT.161	HSI	T4	side	0.416
T4-dT.162	HSI	T4	side	0.4724
T4-dT.163	HSI	T4	side	0.4268
T4-dT.164	HSI	T4	side	0.3348
T4-dT.165	HSI	T4	side	0.3326
T4-dT.166	HSI	T4	side	0.3982
T4-dT.167	HSI	T4	side	0.3294
T4-dT.168	HSI	T4	side	0.4292
T4-dT.169	HSI	T4	side	0.4596
T4-dT.170	HSI	T4	side	0.4158
T4-dT.171	HSI	T4	side	0.3324
T4-dT.172	HSI	T4	side	0.4084
T4-dT.173	HSI	T4	side	0.3278
T4-dT.174	HSI	T4	side	0.3632
T4-dT.175	HSI	T4	side	0.325
T4-dT.176	HSI	T4	side	0.3482
T4-dT.177	HSI	T4	side	0.3778
T4-dT.178	HSI	T4	side	0.453
T4-dT.179	HSI	T4	side	0.2932
T4-dT.180	HSI	T4	side	0.3886
T4-dT.181	HSI	T4	side	0.3668
T4-dT.182	HSI	T4	side	0.3886
T4-dT.183	HSI	T4	side	0.3524
T4-dT.184	HSI	T4	side	0.431
T4-dT.185	HSI	T4	side	0.362
T4-dT.186	HSI	T4	side	0.3516
T4-dT.187	HSI	T4	side	0.3356
T4-dT.188	HSI	T4	side	0.3822
T4-dT.189	HSI	T4	side	0.3034
T4-dT.190	HSI	T4	side	0.3768
T4-dT.191	HSI	T4	side	0.3508
T4-dT.192	HSI	T4	side	0.4088
T4-dT.193	HSI	T4	side	0.3468
T4-dT.194	HSI	T4	side	0.3914
T4-dT.195	HSI	T4	side	0.3608
T4-dT.196	HSI	T4	side	0.465
T4-dT.197	HSI	T4	side	0.3876
T4-dT.198	HSI	T4	side	0.3334
T4-dT.199	HSI	T4	side	0.2912
T4-dT.200	HSI	T4	side	0.315
T4-dT.201	HSI	T4	side	0.3242
T4-dT.202	HSI	T4	side	0.3566
T4-dT.203	HSI	T4	side	0.4168
T4-dT.204	HSI	T4	side	0.3642
T4-dT.205	HSI	T4	side	0.3566
T4-dT.206	HSI	T4	side	0.2936
T4-dT.207	HSI	T4	side	0.406
T4-dT.208	HSI	T4	side	0.4204
T4-dT.209	HSI	T4	side	0.3982
T4-dT.210	HSI	T4	side	0.377
T4-dT.211	HSI	T4	side	0.433
T4-dT.212	HSI	T4	side	0.3534
T4-dT.213	HSI	T4	side	0.3476
T4-dT.214	HSI	T4	side	0.3352
T4-dT.215	HSI	T4	side	0.4368
T4-dT.216	HSI	T4	side	0.4
T4-dT.217	HSI	T4	side	0.4256
T4-dT.218	HSI	T4	side	0.4082
T4-dT.219	HSI	T4	side	0.3898
T4-dT.220	HSI	T4	side	0.3224
T4-dT.221	HSI	T4	side	0.396
T4-dT.222	HSI	T4	side	0.3016
T4-dT.223	HSI	T4	side	0.3332
T4-dT.224	HSI	T4	side	0.2792
T4-ddT.1	HSI	T4	side	0.279
T4-ddT.2	HSI	T4	side	0.2586
T4-ddT.3	HSI	T4	side	0.2948
T4-ddT.4	HSI	T4	side	0.3428
T4-ddT.5	HSI	T4	side	0.3494
T4-ddT.6	HSI	T4	side	0.3612
T4-ddT.7	HSI	T4	side	0.3188
T4-ddT.8	HSI	T4	side	0.4636
T4-ddT.9	HSI	T4	side	0.4462
T4-ddT.10	HSI	T4	side	0.4978
T4-ddT.11	HSI	T4	side	0.3322
T4-ddT.12	HSI	T4	side	0.4042
T4-ddT.13	HSI	T4	side	0.426
T4-ddT.14	HSI	T4	side	0.3942
T4-ddT.15	HSI	T4	side	0.3972
T4-ddT.16	HSI	T4	side	0.3838
T4-ddT.17	HSI	T4	side	0.3918
T4-ddT.18	HSI	T4	side	0.2796
T4-ddT.19	HSI	T4	side	0.4306
T4-ddT.20	HSI	T4	side	0.3636
T4-ddT.21	HSI	T4	side	0.5338
T4-ddT.22	HSI	T4	side	0.3706
T4-ddT.23	HSI	T4	side	0.3358
T4-ddT.24	HSI	T4	side	0.3986
T4-ddT.25	HSI	T4	side	0.2514
T4-ddT.26	HSI	T4	side	0.43
T4-ddT.27	HSI	T4	side	0.3162
T4-ddT.28	HSI	T4	side	0.2958
T4-ddT.29	HSI	T4	side	0.3816
T4-ddT.30	HSI	T4	side	0.359
T4-ddT.31	HSI	T4	side	0.3858
T4-ddT.32	HSI	T4	side	0.3394
T4-ddT.33	HSI	T4	side	0.4466
T4-ddT.34	HSI	T4	side	0.3846
T4-ddT.35	HSI	T4	side	0.3044
T4-ddT.36	HSI	T4	side	0.4188
T4-ddT.37	HSI	T4	side	0.3386
T4-ddT.38	HSI	T4	side	0.4746
T4-ddT.39	HSI	T4	side	0.3566
T4-ddT.40	HSI	T4	side	0.3576
T4-ddT.41	HSI	T4	side	0.3434
T4-ddT.42	HSI	T4	side	0.3118
T4-ddT.43	HSI	T4	side	0.3752
T4-ddT.44	HSI	T4	side	0.2854
T4-ddT.45	HSI	T4	side	0.3338
T4-ddT.46	HSI	T4	side	0.4102
T4-ddT.47	HSI	T4	side	0.2834
T4-ddT.48	HSI	T4	side	0.3352
T4-ddT.49	HSI	T4	side	0.281
T4-ddT.50	HSI	T4	side	0.2552
T4-ddT.51	HSI	T4	side	0.3076
T4-ddT.52	HSI	T4	side	0.362
T4-ddT.53	HSI	T4	side	0.4124
T4-ddT.54	HSI	T4	side	0.4148
T4-ddT.55	HSI	T4	side	0.4492
T4-ddT.56	HSI	T4	side	0.4642
T4-ddT.57	HSI	T4	side	0.3788
T4-ddT.58	HSI	T4	side	0.4024
T4-ddT.59	HSI	T4	side	0.3182
T4-ddT.60	HSI	T4	side	0.3542
T4-ddT.61	HSI	T4	side	0.3122
T4-ddT.62	HSI	T4	side	0.304
T4-ddT.63	HSI	T4	side	0.2358
T4-ddT.64	HSI	T4	side	0.2996
T4-ddT.65	HSI	T4	side	0.334
T4-ddT.66	HSI	T4	side	0.2778
T4-ddT.67	HSI	T4	side	0.4078
T4-ddT.68	HSI	T4	side	0.3634
T4-ddT.69	HSI	T4	side	0.3634
T4-ddT.70	HSI	T4	side	0.2744
T4-ddT.71	HSI	T4	side	0.2502
T4-ddT.72	HSI	T4	side	0.4738
T4-ddT.73	HSI	T4	side	0.2886
T4-ddT.74	HSI	T4	side	0.3174
T4-ddT.75	HSI	T4	side	0.321
T4-ddT.76	HSI	T4	side	0.2834
T4-ddT.77	HSI	T4	side	0.4366
T4-ddT.78	HSI	T4	side	0.3958
T4-ddT.79	HSI	T4	side	0.2858
T4-ddT.80	HSI	T4	side	0.452
T4-ddT.81	HSI	T4	side	0.386
T4-ddT.82	HSI	T4	side	0.3522
T4-ddT.83	HSI	T4	side	0.3162
T4-ddT.84	HSI	T4	side	0.3198
T4-ddT.85	HSI	T4	side	0.3248
T4-ddT.86	HSI	T4	side	0.3808
T4-ddT.87	HSI	T4	side	0.3326
T4-ddT.88	HSI	T4	side	0.3264
T4-ddT.89	HSI	T4	side	0.304
T4-ddT.90	HSI	T4	side	0.3124
T4-ddT.91	HSI	T4	side	0.331
T4-ddT.92	HSI	T4	side	0.3966
T4-ddT.93	HSI	T4	side	0.4462
T4-ddT.94	HSI	T4	side	0.3492
T4-ddT.95	HSI	T4	side	0.3608
T4-ddT.96	HSI	T4	side	0.4106
T4-ddT.97	HSI	T4	side	0.344
T4-ddT.98	HSI	T4	side	0.4192
T4-ddT.99	HSI	T4	side	0.5024
T4-ddT.100	HSI	T4	side	0.441
T4-ddT.101	HSI	T4	side	0.2406
T4-ddT.102	HSI	T4	side	0.3604
T4-ddT.103	HSI	T4	side	0.3522
T4-ddT.104	HSI	T4	side	0.2956
T4-ddT.105	HSI	T4	side	0.3172
T4-ddT.106	HSI	T4	side	0.286
T4-ddT.107	HSI	T4	side	0.3342
T4-ddT.108	HSI	T4	side	0.4006
T4-ddT.109	HSI	T4	side	0.2854
T4-ddT.110	HSI	T4	side	0.3498
T4-ddT.111	HSI	T4	side	0.2714
T4-ddT.112	HSI	T4	side	0.2262
T4-ddT.113	HSI	T4	side	0.287
T4-ddT.114	HSI	T4	side	0.269
T4-ddT.115	HSI	T4	side	0.2628
T4-ddT.116	HSI	T4	side	0.2982
T4-ddT.117	HSI	T4	side	0.3738
T4-ddT.118	HSI	T4	side	0.365
T4-ddT.119	HSI	T4	side	0.3064
T4-ddT.120	HSI	T4	side	0.2756
T4-ddT.121	HSI	T4	side	0.2896
T4-ddT.122	HSI	T4	side	0.3404
T4-ddT.123	HSI	T4	side	0.3152
T4-ddT.124	HSI	T4	side	0.3204
T4-ddT.125	HSI	T4	side	0.396
T4-ddT.126	HSI	T4	side	0.4098
T4-ddT.127	HSI	T4	side	0.2036
T4-ddT.128	HSI	T4	side	0.2108
T4-ddT.129	HSI	T4	side	0.3052
T4-ddT.130	HSI	T4	side	0.3094
T4-ddT.131	HSI	T4	side	0.2732
T4-ddT.132	HSI	T4	side	0.2394
T4-ddT.133	HSI	T4	side	0.31
T4-ddT.134	HSI	T4	side	0.445
T4-ddT.135	HSI	T4	side	0.3042
T4-ddT.136	HSI	T4	side	0.356
T4-ddT.137	HSI	T4	side	0.3244
T4-ddT.138	HSI	T4	side	0.2678
T4-ddT.139	HSI	T4	side	0.3478
T4-ddT.140	HSI	T4	side	0.3596
T4-ddT.141	HSI	T4	side	0.3534
T4-ddT.142	HSI	T4	side	0.3864
T4-ddT.143	HSI	T4	side	0.398
T4-ddT.144	HSI	T4	side	0.377
T4-ddT.145	HSI	T4	side	0.2314
T4-ddT.146	HSI	T4	side	0.3662
T4-ddT.147	HSI	T4	side	0.364
T4-ddT.148	HSI	T4	side	0.2756
T4-ddT.149	HSI	T4	side	0.305
T4-ddT.150	HSI	T4	side	0.345
T4-ddT.151	HSI	T4	side	0.3372
T4-ddT.152	HSI	T4	side	0.2956
T4-ddT.153	HSI	T4	side	0.3604
T4-ddT.154	HSI	T4	side	0.3032
T4-ddT.155	HSI	T4	side	0.463
T4-ddT.156	HSI	T4	side	0.3258
T4-ddT.157	HSI	T4	side	0.3954
T4-ddT.158	HSI	T4	side	0.289
T4-ddT.159	HSI	T4	side	0.3988
T4-ddT.160	HSI	T4	side	0.4316
T4-ddT.161	HSI	T4	side	0.3982
T4-ddT.162	HSI	T4	side	0.3828
T4-ddT.163	HSI	T4	side	0.3918
T4-ddT.164	HSI	T4	side	0.4144
T4-ddT.165	HSI	T4	side	0.354
T4-ddT.166	HSI	T4	side	0.3152
T4-ddT.167	HSI	T4	side	0.412
T4-ddT.168	HSI	T4	side	0.365
T4-ddT.169	HSI	T4	side	0.4268
T4-ddT.170	HSI	T4	side	0.3706
T4-ddT.171	HSI	T4	side	0.3976
T4-ddT.172	HSI	T4	side	0.4192
T4-ddT.173	HSI	T4	side	0.414
T4-ddT.174	HSI	T4	side	0.3048
T4-ddT.175	HSI	T4	side	0.3226
T4-ddT.176	HSI	T4	side	0.379
T4-ddT.177	HSI	T4	side	0.4132
T4-ddT.178	HSI	T4	side	0.335
T4-ddT.179	HSI	T4	side	0.4936
T4-ddT.180	HSI	T4	side	0.3308
T4-ddT.181	HSI	T4	side	0.3756
T4-ddT.182	HSI	T4	side	0.3816
T4-ddT.183	HSI	T4	side	0.419
T4-ddT.184	HSI	T4	side	0.3712
T4-ddT.185	HSI	T4	side	0.303
T4-ddT.186	HSI	T4	side	0.3742
T4-ddT.187	HSI	T4	side	0.3612
T4-ddT.188	HSI	T4	side	0.3166
T4-ddT.189	HSI	T4	side	0.4022
T4-ddT.190	HSI	T4	side	0.348
T4-ddT.191	HSI	T4	side	0.4148
T4-ddT.192	HSI	T4	side	0.3248
T4-ddT.193	HSI	T4	side	0.446
T4-ddT.194	HSI	T4	side	0.2934
T4-ddT.195	HSI	T4	side	0.458
T4-ddT.196	HSI	T4	side	0.3772
T4-ddT.197	HSI	T4	side	0.4248
T4-ddT.198	HSI	T4	side	0.3612
T4-ddT.199	HSI	T4	side	0.3376
T4-ddT.200	HSI	T4	side	0.344
T4-ddT.201	HSI	T4	side	0.3624
T4-ddT.202	HSI	T4	side	0.5198
T4-ddT.203	HSI	T4	side	0.387
T4-ddT.204	HSI	T4	side	0.3966
T4-ddT.205	HSI	T4	side	0.379
T4-ddT.206	HSI	T4	side	0.4244
T4-ddT.207	HSI	T4	side	0.3274
T4-ddT.208	HSI	T4	side	0.4164
T4-ddT.209	HSI	T4	side	0.4386
T4-ddT.210	HSI	T4	side	0.3276
T4-ddT.211	HSI	T4	side	0.3426
T4-ddT.212	HSI	T4	side	0.3142
T4-ddT.213	HSI	T4	side	0.413
T4-ddT.214	HSI	T4	side	0.4086
T4-ddT.215	HSI	T4	side	0.432
T4-ddT.216	HSI	T4	side	0.3878
T4-ddT.217	HSI	T4	side	0.416
T4-ddT.218	HSI	T4	side	0.3768
T4-ddT.219	HSI	T4	side	0.3618
T4-ddT.220	HSI	T4	side	0.4252
T4-ddT.221	HSI	T4	side	0.3304
T4-ddT.222	HSI	T4	side	0.403
T4-ddT.223	HSI	T4	side	0.2572
T4-ddT.224	HSI	T4	side	0.3926
T4-A.1	HSI	T4	side	0.3568
T4-A.2	HSI	T4	side	0.2374
T4-A.3	HSI	T4	side	0.281
T4-A.4	HSI	T4	side	0.3134
T4-A.5	HSI	T4	side	0.2384
T4-A.6	HSI	T4	side	0.2652
T4-A.7	HSI	T4	side	0.289
T4-A.8	HSI	T4	side	0.2618
T4-A.9	HSI	T4	side	0.2696
T4-A.10	HSI	T4	side	0.278
T4-A.11	HSI	T4	side	0.312
T4-A.12	HSI	T4	side	0.2946
T4-A.13	HSI	T4	side	0.3116
T4-A.14	HSI	T4	side	0.274
T4-A.15	HSI	T4	side	0.3136
T4-A.16	HSI	T4	side	0.271
T4-A.17	HSI	T4	side	0.288
T4-A.18	HSI	T4	side	0.3256
T4-A.19	HSI	T4	side	0.307
T4-A.20	HSI	T4	side	0.3558
T4-A.21	HSI	T4	side	0.2736
T4-A.22	HSI	T4	side	0.339
T4-A.23	HSI	T4	side	0.3032
T4-A.24	HSI	T4	side	0.2922
T4-A.25	HSI	T4	side	0.317
T4-A.26	HSI	T4	side	0.296
T4-A.27	HSI	T4	side	0.2452
T4-A.28	HSI	T4	side	0.325
T4-A.29	HSI	T4	side	0.322
T4-A.30	HSI	T4	side	0.2708
T4-A.31	HSI	T4	side	0.26
T4-A.32	HSI	T4	side	0.3042
T4-A.33	HSI	T4	side	0.32
T4-A.34	HSI	T4	side	0.316
T4-A.35	HSI	T4	side	0.2918
T4-A.36	HSI	T4	side	0.3222
T4-A.37	HSI	T4	side	0.3246
T4-A.38	HSI	T4	side	0.3002
T4-A.39	HSI	T4	side	0.3108
T4-A.40	HSI	T4	side	0.3566
T4-A.41	HSI	T4	side	0.3012
T4-A.42	HSI	T4	side	0.3034
T4-A.43	HSI	T4	side	0.3094
T4-A.44	HSI	T4	side	0.2852
T4-A.45	HSI	T4	side	0.2786
T4-A.46	HSI	T4	side	0.3268
T4-A.47	HSI	T4	side	0.2938
T4-A.48	HSI	T4	side	0.3348
T4-A.49	HSI	T4	side	0.2968
T4-A.50	HSI	T4	side	0.4174
T4-A.51	HSI	T4	side	0.3454
T4-A.52	HSI	T4	side	0.3184
T4-A.53	HSI	T4	side	0.372
T4-A.54	HSI	T4	side	0.4246
T4-A.55	HSI	T4	side	0.2918
T4-A.56	HSI	T4	side	0.294
T4-A.57	HSI	T4	side	0.3294
T4-A.58	HSI	T4	side	0.353
T4-A.59	HSI	T4	side	0.3678
T4-A.60	HSI	T4	side	0.3632
T4-A.61	HSI	T4	side	0.3136
T4-A.62	HSI	T4	side	0.3078
T4-A.63	HSI	T4	side	0.3318
T4-A.64	HSI	T4	side	0.3638
T4-A.65	HSI	T4	side	0.3416
T4-A.66	HSI	T4	side	0.3324
T4-A.67	HSI	T4	side	0.3168
T4-A.68	HSI	T4	side	0.2936
T4-A.69	HSI	T4	side	0.3034
T4-A.70	HSI	T4	side	0.3454
T4-A.71	HSI	T4	side	0.2934
T4-A.72	HSI	T4	side	0.3162
T4-A.73	HSI	T4	side	0.3222
T4-A.74	HSI	T4	side	0.304
T4-A.75	HSI	T4	side	0.3112
T4-A.76	HSI	T4	side	0.3272
T4-A.77	HSI	T4	side	0.3332
T4-A.78	HSI	T4	side	0.5416
T4-A.79	HSI	T4	side	0.4592
T4-A.80	HSI	T4	side	0.3248
T4-A.81	HSI	T4	side	0.5026
T4-A.82	HSI	T4	side	0.4692
T4-A.83	HSI	T4	side	0.5502
T4-A.84	HSI	T4	side	0.4808
T4-A.85	HSI	T4	side	0.4706
T4-A.86	HSI	T4	side	0.5002
T4-A.87	HSI	T4	side	0.5232
T4-A.88	HSI	T4	side	0.5476
T4-A.89	HSI	T4	side	0.477
T4-A.90	HSI	T4	side	0.5138
T4-A.91	HSI	T4	side	0.5006
T4-A.92	HSI	T4	side	0.3266
T4-A.93	HSI	T4	side	0.5988
T4-A.94	HSI	T4	side	0.4666
T4-A.95	HSI	T4	side	0.4622
T4-A.96	HSI	T4	side	0.436
T4-A.97	HSI	T4	side	0.5026
T4-A.98	HSI	T4	side	0.3158
T4-A.99	HSI	T4	side	0.4712
T4-A.100	HSI	T4	side	0.2876
T4-A.101	HSI	T4	side	0.327
T4-A.102	HSI	T4	side	0.3056
T4-A.103	HSI	T4	side	0.293
T4-A.104	HSI	T4	side	0.2834
T4-A.105	HSI	T4	side	0.7444
T4-A.106	HSI	T4	side	0.6736
T4-A.107	HSI	T4	side	0.62
T4-A.108	HSI	T4	side	0.2816
T4-A.109	HSI	T4	side	0.2992
T4-A.110	HSI	T4	side	0.3146
T4-A.111	HSI	T4	side	0.3102
T4-A.112	HSI	T4	side	0.2992
T4-A.113	HSI	T4	side	0.3496
T4-A.114	HSI	T4	side	0.3102
T4-A.115	HSI	T4	side	0.3316
T4-A.116	HSI	T4	side	0.3374
T4-A.117	HSI	T4	side	0.3618
T4-A.118	HSI	T4	side	0.411
T4-A.119	HSI	T4	side	0.3824
T4-A.120	HSI	T4	side	0.3594
T4-A.121	HSI	T4	side	0.3666
T4-A.122	HSI	T4	side	0.4016
T4-A.123	HSI	T4	side	0.3864
T4-A.124	HSI	T4	side	0.3822
T4-A.125	HSI	T4	side	0.4428
T4-A.126	HSI	T4	side	0.484
T4-A.127	HSI	T4	side	0.576
T4-A.128	HSI	T4	side	0.4934
T4-A.129	HSI	T4	side	0.5186
T4-A.130	HSI	T4	side	0.5042
T4-A.131	HSI	T4	side	0.4378
T4-A.132	HSI	T4	side	0.545
T4-A.133	HSI	T4	side	0.5572
T4-A.134	HSI	T4	side	0.5086
T4-A.135	HSI	T4	side	0.7026
T4-A.136	HSI	T4	side	0.5146
T4-A.137	HSI	T4	side	0.5146
T4-A.138	HSI	T4	side	0.5656
T4-A.139	HSI	T4	side	0.5664
T4-A.140	HSI	T4	side	0.534
T4-A.141	HSI	T4	side	0.449
T4-A.142	HSI	T4	side	0.5248
T4-A.143	HSI	T4	side	0.5126
T4-A.144	HSI	T4	side	0.4602
T4-A.145	HSI	T4	side	0.591
T4-A.146	HSI	T4	side	0.5972
T4-A.147	HSI	T4	side	0.688
T4-A.148	HSI	T4	side	0.6174
T4-A.149	HSI	T4	side	0.5566
T4-A.150	HSI	T4	side	0.5826
T4-A.151	HSI	T4	side	0.5818
T4-A.152	HSI	T4	side	0.576
T4-A.153	HSI	T4	side	0.609
T4-A.154	HSI	T4	side	0.4658
T4-A.155	HSI	T4	side	0.5756
T4-A.156	HSI	T4	side	0.5408
T4-A.157	HSI	T4	side	0.4958
T4-A.158	HSI	T4	side	0.5858
T4-A.159	HSI	T4	side	0.645
T4-A.160	HSI	T4	side	0.4934
T4-A.161	HSI	T4	side	0.5494
T4-A.162	HSI	T4	side	0.4176
T4-A.163	HSI	T4	side	0.555
T4-A.164	HSI	T4	side	0.6708
T4-A.165	HSI	T4	side	0.5882
T4-A.166	HSI	T4	side	0.6614
T4-A.167	HSI	T4	side	0.637
T4-A.168	HSI	T4	side	0.5656
T4-A.169	HSI	T4	side	0.5682
T4-A.170	HSI	T4	side	0.5576
T4-A.171	HSI	T4	side	0.4706
T4-A.172	HSI	T4	side	0.6092
T4-A.173	HSI	T4	side	0.4758
T4-A.174	HSI	T4	side	0.6002
T4-A.175	HSI	T4	side	0.4776
T4-A.176	HSI	T4	side	0.5134
T4-A.177	HSI	T4	side	0.4778
T4-A.178	HSI	T4	side	0.5604
T4-A.179	HSI	T4	side	0.5514
T4-A.180	HSI	T4	side	0.5146
T4-A.181	HSI	T4	side	0.5622
T4-A.182	HSI	T4	side	0.5728
T4-A.183	HSI	T4	side	0.5934
T4-A.184	HSI	T4	side	0.6088
T4-A.185	HSI	T4	side	0.4932
T4-A.186	HSI	T4	side	0.517
T4-A.187	HSI	T4	side	0.4692
T4-A.188	HSI	T4	side	0.5808
T4-A.189	HSI	T4	side	0.5194
T4-A.190	HSI	T4	side	0.5416
T4-A.191	HSI	T4	side	0.5346
T4-A.192	HSI	T4	side	0.508
T4-A.193	HSI	T4	side	0.5922
T4-A.194	HSI	T4	side	0.5692
T4-A.195	HSI	T4	side	0.4872
T4-A.196	HSI	T4	side	0.6084
T4-A.197	HSI	T4	side	0.5484
T4-A.198	HSI	T4	side	0.6466
T4-A.199	HSI	T4	side	0.5402
T4-A.200	HSI	T4	side	0.5386
T4-A.201	HSI	T4	side	0.5596
T4-A.202	HSI	T4	side	0.5698
T4-A.203	HSI	T4	side	0.5566
T4-A.204	HSI	T4	side	0.4964
T4-A.205	HSI	T4	side	0.5512
T4-A.206	HSI	T4	side	0.5322
T4-A.207	HSI	T4	side	0.4638
T4-A.208	HSI	T4	side	0.5568
T4-A.209	HSI	T4	side	0.506
T4-A.210	HSI	T4	side	0.5596
T4-A.211	HSI	T4	side	0.5032
T4-A.212	HSI	T4	side	0.47
T4-A.213	HSI	T4	side	0.491
T4-A.214	HSI	T4	side	0.5768
